lights_1,lights_2,lights_3,lights_4,lights_5,lights_6,lights_7,speed,time
1,1,1,1,1,1,0,75.7,2023-12-25 04:28:35 UTC
1,1,1,1,1,1,1,38.92,2023-12-25 04:28:40 UTC
1,1,1,1,1,1,0,32.2,2023-12-25 04:28:45 UTC
1,1,1,1,1,1,1,79.22,2023-12-25 04:28:50 UTC
1,1,1,1,1,1,1,92.92,2023-12-25 04:28:55 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:29:00 UTC
1,1,1,1,1,0,0,87.35,2023-12-25 04:29:05 UTC
1,1,1,1,1,1,1,90.2,2023-12-25 04:29:10 UTC
1,1,1,1,0,0,0,46.76,2023-12-25 04:29:15 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:29:20 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:29:25 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:29:30 UTC
1,1,1,1,0,0,0,39.96,2023-12-25 04:29:35 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:29:40 UTC
1,1,1,1,1,1,1,33.49,2023-12-25 04:29:45 UTC
1,1,1,1,1,1,0,75.77,2023-12-25 04:29:50 UTC
1,1,1,1,1,1,1,45.05,2023-12-25 04:29:55 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:30:00 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:30:05 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:30:10 UTC
1,1,1,1,0,0,0,34.67,2023-12-25 04:30:15 UTC
1,1,1,1,1,1,0,84.81,2023-12-25 04:30:20 UTC
1,1,1,1,1,1,1,64.49,2023-12-25 04:30:25 UTC
1,1,1,1,1,1,1,70.56,2023-12-25 04:30:30 UTC
1,1,1,1,1,1,1,30.55,2023-12-25 04:30:35 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:30:40 UTC
1,1,1,1,1,1,1,39.42,2023-12-25 04:30:45 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:30:50 UTC
1,1,1,1,1,1,1,50.55,2023-12-25 04:30:55 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:31:00 UTC
1,1,1,1,1,1,1,80.92,2023-12-25 04:31:05 UTC
1,1,1,1,1,1,1,39.89,2023-12-25 04:31:10 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:31:15 UTC
1,1,1,1,1,1,1,119.25,2023-12-25 04:31:20 UTC
1,1,1,1,0,0,0,33.46,2023-12-25 04:31:25 UTC
1,1,1,1,1,1,1,114.18,2023-12-25 04:31:30 UTC
1,1,1,1,1,1,1,74.74,2023-12-25 04:31:35 UTC
1,1,1,1,1,1,1,111.29,2023-12-25 04:31:40 UTC
1,1,1,1,0,0,0,35.14,2023-12-25 04:31:45 UTC
1,1,1,1,1,1,0,54.77,2023-12-25 04:31:50 UTC
1,1,1,1,1,1,1,31.21,2023-12-25 04:31:55 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:32:00 UTC
1,1,1,1,1,1,1,51.1,2023-12-25 04:32:05 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:32:10 UTC
1,1,1,1,1,1,1,44.01,2023-12-25 04:32:15 UTC
1,1,1,1,1,1,0,74.4,2023-12-25 04:32:20 UTC
1,1,1,1,1,1,1,35.78,2023-12-25 04:32:25 UTC
1,1,1,1,1,1,0,80.1,2023-12-25 04:32:30 UTC
1,1,1,1,1,1,1,50.34,2023-12-25 04:32:35 UTC
1,1,1,1,1,1,0,64.3,2023-12-25 04:32:40 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:32:45 UTC
1,1,1,1,1,0,0,61.43,2023-12-25 04:32:50 UTC
1,1,1,1,1,1,1,61.24,2023-12-25 04:32:55 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:33:00 UTC
1,1,1,1,0,0,0,31.71,2023-12-25 04:33:05 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:33:10 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:33:15 UTC
1,1,1,1,0,0,0,49.15,2023-12-25 04:33:20 UTC
1,1,1,1,1,1,0,63.24,2023-12-25 04:33:25 UTC
1,1,1,1,1,1,1,50.12,2023-12-25 04:33:30 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:33:35 UTC
1,1,1,1,1,1,1,69.41,2023-12-25 04:33:40 UTC
1,1,1,1,1,1,1,61.46,2023-12-25 04:33:45 UTC
1,1,1,1,1,1,1,46.27,2023-12-25 04:33:50 UTC
1,1,1,1,1,1,0,58.57,2023-12-25 04:33:55 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:34:00 UTC
1,1,1,1,1,1,1,31.55,2023-12-25 04:34:05 UTC
1,1,1,1,1,1,1,103.19,2023-12-25 04:34:10 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:34:15 UTC
1,1,1,1,0,0,0,33.42,2023-12-25 04:34:20 UTC
1,1,1,1,1,1,0,54.87,2023-12-25 04:34:25 UTC
1,1,1,1,1,1,1,72.2,2023-12-25 04:34:30 UTC
1,1,1,1,1,1,1,74.92,2023-12-25 04:34:35 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:34:40 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:34:45 UTC
1,1,1,1,0,0,0,57.88,2023-12-25 04:34:55 UTC
1,1,1,1,1,1,0,46.74,2023-12-25 04:35:00 UTC
1,1,1,1,1,1,1,37.67,2023-12-25 04:35:05 UTC
1,1,1,1,1,1,1,71.23,2023-12-25 04:35:10 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:35:15 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:35:20 UTC
1,1,1,1,1,0,0,63.82,2023-12-25 04:35:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:35:30 UTC
1,1,1,1,0,0,0,34.87,2023-12-25 04:35:35 UTC
1,1,1,1,1,1,0,30.99,2023-12-25 04:35:40 UTC
1,1,1,1,1,1,1,48.45,2023-12-25 04:35:45 UTC
1,1,1,1,1,1,1,46.2,2023-12-25 04:35:50 UTC
1,1,1,1,1,1,1,86.97,2023-12-25 04:35:55 UTC
1,1,1,1,1,1,1,115.36,2023-12-25 04:36:00 UTC
1,1,1,1,1,0,0,72.88,2023-12-25 04:36:05 UTC
1,1,1,1,1,1,1,63.36,2023-12-25 04:36:10 UTC
1,1,1,1,1,1,1,66.04,2023-12-25 04:36:15 UTC
1,1,1,1,1,1,1,45.95,2023-12-25 04:36:20 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:36:25 UTC
1,1,1,1,1,1,1,30.35,2023-12-25 04:36:30 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:36:35 UTC
1,1,1,1,1,1,1,115.94,2023-12-25 04:36:40 UTC
1,1,1,1,0,0,0,35.44,2023-12-25 04:36:45 UTC
1,1,1,1,1,1,0,67.63,2023-12-25 04:36:50 UTC
1,1,1,1,1,1,1,42.34,2023-12-25 04:36:55 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:37:00 UTC
1,1,1,1,1,1,1,75.06,2023-12-25 04:37:05 UTC
1,1,1,1,1,1,1,60.63,2023-12-25 04:37:10 UTC
1,1,1,1,1,1,1,41.45,2023-12-25 04:37:15 UTC
1,1,1,1,1,1,1,93.5,2023-12-25 04:37:20 UTC
1,1,1,1,1,1,1,49.69,2023-12-25 04:37:25 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:37:30 UTC
1,1,1,1,1,1,1,74.84,2023-12-25 04:37:35 UTC
1,1,1,1,1,1,1,103.25,2023-12-25 04:37:40 UTC
1,1,1,1,1,0,0,60.21,2023-12-25 04:37:45 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:37:50 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:37:55 UTC
1,1,1,1,1,0,0,67.56,2023-12-25 04:38:00 UTC
1,1,1,1,1,1,1,30.7,2023-12-25 04:38:05 UTC
1,1,1,1,1,1,0,45.54,2023-12-25 04:38:10 UTC
1,1,1,1,1,1,1,40.0,2023-12-25 04:38:15 UTC
1,1,1,1,1,1,1,47.29,2023-12-25 04:38:20 UTC
1,1,1,1,1,1,1,51.69,2023-12-25 04:38:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:38:30 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:38:35 UTC
1,1,1,1,0,0,0,36.22,2023-12-25 04:38:40 UTC
1,1,1,1,1,1,0,61.02,2023-12-25 04:38:45 UTC
1,1,1,1,1,1,1,75.4,2023-12-25 04:38:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:38:55 UTC
1,1,1,1,1,0,0,65.04,2023-12-25 04:39:00 UTC
1,1,1,1,1,1,1,73.61,2023-12-25 04:39:05 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:39:10 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:39:15 UTC
1,1,1,1,1,0,0,79.12,2023-12-25 04:39:20 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:39:25 UTC
1,1,1,1,1,0,0,67.18,2023-12-25 04:39:30 UTC
1,1,1,1,1,1,1,91.77,2023-12-25 04:39:35 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:39:40 UTC
1,1,1,1,0,0,0,58.11,2023-12-25 04:39:45 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:39:50 UTC
1,1,1,1,1,1,1,64.41,2023-12-25 04:39:55 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:40:00 UTC
1,1,1,1,0,0,0,59.58,2023-12-25 04:40:05 UTC
1,1,1,1,1,1,0,36.59,2023-12-25 04:40:10 UTC
1,1,1,1,1,1,1,33.63,2023-12-25 04:40:15 UTC
1,1,1,1,1,1,1,32.67,2023-12-25 04:40:20 UTC
1,1,1,1,1,1,1,69.35,2023-12-25 04:40:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:40:30 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:40:35 UTC
1,1,1,1,1,1,1,96.31,2023-12-25 04:40:40 UTC
1,1,1,1,1,0,0,74.02,2023-12-25 04:40:45 UTC
1,1,1,1,1,1,1,34.82,2023-12-25 04:40:50 UTC
1,1,1,1,1,1,0,43.88,2023-12-25 04:40:55 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:41:00 UTC
1,1,1,1,1,1,1,65.76,2023-12-25 04:41:05 UTC
1,1,1,1,1,1,1,49.09,2023-12-25 04:41:10 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:41:15 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:41:20 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:41:25 UTC
1,1,1,1,0,0,0,30.73,2023-12-25 04:41:30 UTC
1,1,1,1,1,1,1,98.7,2023-12-25 04:41:35 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:41:40 UTC
1,1,1,1,0,0,0,30.94,2023-12-25 04:41:45 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:41:50 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:41:55 UTC
1,1,1,1,1,0,0,65.31,2023-12-25 04:42:00 UTC
1,1,1,1,1,1,1,53.27,2023-12-25 04:42:05 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:42:10 UTC
1,1,1,1,1,1,1,81.02,2023-12-25 04:42:15 UTC
1,1,1,1,1,1,1,58.54,2023-12-25 04:42:20 UTC
1,1,1,1,1,1,0,69.45,2023-12-25 04:42:25 UTC
1,1,1,1,1,1,1,86.49,2023-12-25 04:42:30 UTC
1,1,1,1,1,1,1,49.71,2023-12-25 04:42:35 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:42:40 UTC
1,1,1,1,1,1,1,50.05,2023-12-25 04:42:45 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:42:50 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:42:55 UTC
1,1,1,1,1,1,1,105.1,2023-12-25 04:43:00 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:43:05 UTC
1,1,1,1,1,0,0,63.16,2023-12-25 04:43:15 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:43:20 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:43:25 UTC
1,1,1,1,0,0,0,46.27,2023-12-25 04:43:45 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:43:50 UTC
1,1,1,1,1,1,1,36.55,2023-12-25 04:43:55 UTC
1,1,1,1,1,1,0,34.03,2023-12-25 04:44:00 UTC
1,1,1,1,1,1,1,62.0,2023-12-25 04:44:05 UTC
1,1,1,1,1,1,1,108.68,2023-12-25 04:44:10 UTC
1,1,1,1,0,0,0,42.92,2023-12-25 04:44:15 UTC
1,1,1,1,1,1,1,96.67,2023-12-25 04:44:20 UTC
1,1,1,1,1,1,1,46.28,2023-12-25 04:44:25 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:44:30 UTC
1,1,1,1,1,1,1,50.35,2023-12-25 04:44:35 UTC
1,1,1,1,1,1,0,57.31,2023-12-25 04:44:40 UTC
1,1,1,1,1,1,1,34.26,2023-12-25 04:44:45 UTC
1,1,1,1,1,1,1,97.21,2023-12-25 04:44:50 UTC
1,1,1,1,1,1,1,79.1,2023-12-25 04:44:55 UTC
1,1,1,1,1,1,1,99.44,2023-12-25 04:45:00 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:45:05 UTC
1,1,1,1,0,0,0,37.08,2023-12-25 04:45:15 UTC
1,1,1,1,1,1,0,74.51,2023-12-25 04:45:20 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:45:25 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:45:30 UTC
1,1,1,1,0,0,0,35.33,2023-12-25 04:45:40 UTC
1,1,1,1,1,1,0,62.56,2023-12-25 04:45:45 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:45:50 UTC
1,1,1,1,1,0,0,78.31,2023-12-25 04:45:55 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:46:00 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:46:05 UTC
1,1,1,1,1,0,0,79.5,2023-12-25 04:46:10 UTC
1,1,1,1,1,1,1,64.28,2023-12-25 04:46:15 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:46:20 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:46:25 UTC
1,1,1,1,0,0,0,38.43,2023-12-25 04:46:30 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:46:35 UTC
1,1,1,1,1,1,1,52.96,2023-12-25 04:46:40 UTC
1,1,1,1,1,1,0,73.27,2023-12-25 04:46:45 UTC
1,1,1,1,1,1,1,46.2,2023-12-25 04:46:50 UTC
1,1,1,1,1,1,0,30.79,2023-12-25 04:46:55 UTC
1,1,1,1,1,1,1,51.24,2023-12-25 04:47:00 UTC
1,1,1,1,1,1,1,43.42,2023-12-25 04:47:05 UTC
1,1,1,1,1,1,1,64.74,2023-12-25 04:47:10 UTC
1,1,1,1,1,1,1,105.51,2023-12-25 04:47:15 UTC
1,1,1,1,1,0,0,68.65,2023-12-25 04:47:20 UTC
1,1,1,1,1,1,1,104.08,2023-12-25 04:47:25 UTC
1,1,1,1,0,0,0,43.54,2023-12-25 04:47:30 UTC
1,1,1,1,1,1,0,38.8,2023-12-25 04:47:35 UTC
1,1,1,1,1,1,1,34.13,2023-12-25 04:47:40 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:47:45 UTC
1,1,1,1,1,1,1,58.59,2023-12-25 04:47:50 UTC
1,1,1,1,1,1,1,100.02,2023-12-25 04:47:55 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:48:00 UTC
1,1,1,1,0,0,0,48.41,2023-12-25 04:48:05 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:48:10 UTC
1,1,1,1,1,1,1,58.24,2023-12-25 04:48:15 UTC
1,1,1,1,1,1,0,43.93,2023-12-25 04:48:20 UTC
1,1,1,1,1,1,1,39.51,2023-12-25 04:48:25 UTC
1,1,1,1,1,1,1,115.97,2023-12-25 04:48:30 UTC
1,1,1,1,1,1,1,103.88,2023-12-25 04:48:35 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:48:40 UTC
1,1,1,1,0,0,0,32.97,2023-12-25 04:48:45 UTC
1,1,1,1,1,1,0,69.88,2023-12-25 04:48:50 UTC
1,1,1,1,1,1,1,32.24,2023-12-25 04:48:55 UTC
1,1,1,1,1,1,0,59.93,2023-12-25 04:49:00 UTC
1,1,1,1,1,1,1,32.56,2023-12-25 04:49:05 UTC
1,1,1,1,1,1,1,87.48,2023-12-25 04:49:10 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:49:15 UTC
1,1,1,1,0,0,0,45.35,2023-12-25 04:49:20 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:49:25 UTC
1,1,1,1,1,1,1,37.25,2023-12-25 04:49:30 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:49:35 UTC
1,1,1,1,1,1,1,47.22,2023-12-25 04:49:40 UTC
1,1,1,1,1,1,0,30.19,2023-12-25 04:49:45 UTC
1,1,1,1,1,1,1,61.92,2023-12-25 04:49:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:49:55 UTC
1,1,1,1,1,1,1,94.41,2023-12-25 04:50:00 UTC
1,1,1,1,0,0,0,47.47,2023-12-25 04:50:05 UTC
1,1,1,1,1,1,0,46.09,2023-12-25 04:50:10 UTC
1,1,1,1,1,1,1,61.37,2023-12-25 04:50:15 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:50:20 UTC
1,1,1,1,1,0,0,60.89,2023-12-25 04:50:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:50:30 UTC
1,1,1,1,1,0,0,65.19,2023-12-25 04:50:35 UTC
1,1,1,1,1,1,1,120.86,2023-12-25 04:50:40 UTC
1,1,1,1,0,0,0,58.18,2023-12-25 04:50:45 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:50:50 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:50:55 UTC
1,1,1,1,1,0,0,77.62,2023-12-25 04:51:00 UTC
1,1,1,1,1,1,1,76.63,2023-12-25 04:51:05 UTC
1,1,1,1,1,1,1,35.2,2023-12-25 04:51:10 UTC
1,1,1,1,1,1,0,64.05,2023-12-25 04:51:15 UTC
1,1,1,1,1,1,1,80.7,2023-12-25 04:51:20 UTC
1,1,1,1,1,1,1,50.28,2023-12-25 04:51:25 UTC
1,1,1,1,1,1,0,81.45,2023-12-25 04:51:30 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:51:35 UTC
1,1,1,1,0,0,0,56.42,2023-12-25 04:51:40 UTC
1,1,1,1,1,1,0,66.98,2023-12-25 04:51:45 UTC
1,1,1,1,1,1,1,68.39,2023-12-25 04:51:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:51:55 UTC
1,1,1,1,1,1,1,104.88,2023-12-25 04:52:00 UTC
1,1,1,1,1,0,0,73.09,2023-12-25 04:52:05 UTC
1,1,1,1,1,1,1,45.15,2023-12-25 04:52:10 UTC
1,1,1,1,1,1,0,34.67,2023-12-25 04:52:15 UTC
1,1,1,1,1,1,1,74.3,2023-12-25 04:52:20 UTC
1,1,1,1,1,1,1,71.72,2023-12-25 04:52:25 UTC
1,1,1,1,1,1,1,61.94,2023-12-25 04:52:30 UTC
1,1,1,1,1,1,1,94.95,2023-12-25 04:52:35 UTC
1,1,1,1,0,0,0,37.65,2023-12-25 04:52:40 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:52:45 UTC
1,1,1,1,1,1,1,51.22,2023-12-25 04:52:50 UTC
1,1,1,1,1,1,0,62.43,2023-12-25 04:52:55 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:53:00 UTC
1,1,1,1,1,0,0,61.84,2023-12-25 04:53:05 UTC
1,1,1,1,1,1,1,57.09,2023-12-25 04:53:10 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:53:15 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:53:20 UTC
1,1,1,1,0,0,0,54.18,2023-12-25 04:53:25 UTC
1,1,1,1,1,1,0,42.8,2023-12-25 04:53:30 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:53:35 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:53:40 UTC
1,1,1,1,0,0,0,51.88,2023-12-25 04:53:45 UTC
1,1,1,1,1,1,0,42.08,2023-12-25 04:53:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:53:55 UTC
1,1,1,1,1,1,1,60.0,2023-12-25 04:54:00 UTC
1,1,1,1,1,1,1,34.55,2023-12-25 04:54:05 UTC
1,1,1,1,1,1,0,67.37,2023-12-25 04:54:10 UTC
1,1,1,1,1,1,1,39.93,2023-12-25 04:54:15 UTC
1,1,1,1,1,1,0,49.24,2023-12-25 04:54:20 UTC
1,1,1,1,1,1,1,66.83,2023-12-25 04:54:25 UTC
1,1,1,1,1,1,1,57.3,2023-12-25 04:54:30 UTC
1,1,1,1,1,1,0,61.6,2023-12-25 04:54:35 UTC
1,1,1,1,1,1,1,95.19,2023-12-25 04:54:40 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:54:45 UTC
1,1,1,1,1,0,0,80.66,2023-12-25 04:54:50 UTC
1,1,1,1,1,1,1,54.93,2023-12-25 04:54:55 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:55:00 UTC
1,1,1,1,1,1,1,114.69,2023-12-25 04:55:05 UTC
1,1,1,1,0,0,0,48.04,2023-12-25 04:55:10 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:55:15 UTC
1,1,1,1,1,1,1,70.91,2023-12-25 04:55:20 UTC
1,1,1,1,1,1,1,54.88,2023-12-25 04:55:25 UTC
1,1,1,1,1,1,1,90.35,2023-12-25 04:55:30 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:55:35 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:55:40 UTC
1,1,1,1,0,0,0,43.08,2023-12-25 04:55:50 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:55:55 UTC
1,1,1,1,1,1,1,48.52,2023-12-25 04:56:00 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:56:05 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:56:10 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:56:15 UTC
1,1,1,1,1,0,0,68.81,2023-12-25 04:56:20 UTC
1,1,1,1,1,1,1,70.5,2023-12-25 04:56:25 UTC
1,1,1,1,1,1,1,53.73,2023-12-25 04:56:30 UTC
1,1,1,1,1,1,0,78.37,2023-12-25 04:56:35 UTC
1,1,1,1,1,1,1,44.53,2023-12-25 04:56:40 UTC
1,1,1,1,1,1,0,51.09,2023-12-25 04:56:45 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:56:50 UTC
1,1,1,1,1,1,1,72.26,2023-12-25 04:56:55 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:57:00 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:57:05 UTC
1,1,1,1,0,0,0,33.93,2023-12-25 04:57:10 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:57:15 UTC
1,1,1,1,1,1,1,35.19,2023-12-25 04:57:20 UTC
1,1,1,1,1,1,0,44.73,2023-12-25 04:57:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:57:30 UTC
1,1,1,1,1,1,1,63.13,2023-12-25 04:57:35 UTC
1,1,1,1,1,1,1,73.64,2023-12-25 04:57:40 UTC
1,1,1,1,1,1,1,51.24,2023-12-25 04:57:45 UTC
1,1,1,1,1,1,0,35.63,2023-12-25 04:57:50 UTC
1,1,1,1,1,1,1,94.21,2023-12-25 04:57:55 UTC
1,1,1,1,1,1,1,77.93,2023-12-25 04:58:00 UTC
1,1,1,1,1,1,1,46.26,2023-12-25 04:58:05 UTC
1,1,1,1,1,1,0,66.05,2023-12-25 04:58:10 UTC
1,1,1,1,1,1,1,58.68,2023-12-25 04:58:15 UTC
1,1,1,1,1,1,0,44.2,2023-12-25 04:58:20 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:58:25 UTC
1,1,1,1,1,1,1,63.84,2023-12-25 04:58:30 UTC
1,1,1,1,1,1,1,50.88,2023-12-25 04:58:35 UTC
1,1,1,1,1,1,0,33.33,2023-12-25 04:58:40 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:58:45 UTC
1,1,1,1,1,1,1,60.11,2023-12-25 04:58:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:58:55 UTC
1,1,1,1,0,0,0,32.37,2023-12-25 04:59:00 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 04:59:05 UTC
1,1,1,1,1,1,1,77.77,2023-12-25 04:59:10 UTC
1,1,1,1,1,1,1,36.44,2023-12-25 04:59:15 UTC
1,1,1,1,1,1,0,40.87,2023-12-25 04:59:20 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:59:25 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 04:59:30 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 04:59:35 UTC
1,1,1,1,1,0,0,61.0,2023-12-25 04:59:45 UTC
1,1,1,1,1,1,1,71.76,2023-12-25 04:59:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 04:59:55 UTC
1,1,1,1,1,0,0,87.8,2023-12-25 05:00:00 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 05:00:05 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 05:00:10 UTC
1,1,1,1,1,1,1,112.75,2023-12-25 05:00:15 UTC
1,1,1,1,0,0,0,55.05,2023-12-25 05:00:20 UTC
1,1,1,1,1,1,0,56.39,2023-12-25 05:00:25 UTC
1,1,1,1,1,1,1,72.63,2023-12-25 05:00:30 UTC
1,1,1,1,1,1,1,51.51,2023-12-25 05:00:35 UTC
1,1,1,1,1,1,0,35.66,2023-12-25 05:00:40 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 05:00:45 UTC
1,1,1,1,1,1,1,112.19,2023-12-25 05:00:50 UTC
1,1,1,1,0,0,0,51.33,2023-12-25 05:00:55 UTC
1,1,1,1,1,1,0,86.33,2023-12-25 05:01:00 UTC
1,1,1,1,1,1,1,88.41,2023-12-25 05:01:05 UTC
1,1,1,1,1,1,1,114.3,2023-12-25 05:01:10 UTC
1,1,1,1,1,0,0,73.31,2023-12-25 05:01:15 UTC
1,1,1,1,1,1,1,42.63,2023-12-25 05:01:20 UTC
1,1,1,1,1,1,0,54.54,2023-12-25 05:01:25 UTC
1,1,1,1,1,1,1,71.14,2023-12-25 05:01:30 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 05:01:35 UTC
1,1,1,1,1,1,1,119.1,2023-12-25 05:01:40 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 05:01:45 UTC
1,1,1,1,1,0,0,78.78,2023-12-25 05:01:55 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 05:02:00 UTC
1,1,1,1,1,0,0,77.06,2023-12-25 05:02:05 UTC
1,1,1,1,1,1,1,76.3,2023-12-25 05:02:10 UTC
1,1,1,1,1,1,1,48.3,2023-12-25 05:02:15 UTC
1,1,1,1,1,1,0,41.34,2023-12-25 05:02:20 UTC
1,1,1,1,1,1,1,41.56,2023-12-25 05:02:25 UTC
1,1,1,1,1,1,1,74.56,2023-12-25 05:02:30 UTC
